SentBase;SentFull;SentFrench;SentAudio;VocabBase;VocabFull;VocabDef;VocabAudio;Image;Focus;Tags;Note
<b>اركض</b>!;<b>اُرْكُضْ</b>;Cours !;;اركض;اُرْكُضْ;cours;;;875;F2K;
إنها <b>تمطر</b> اليوم، أين مظلتي؟;إِنّهَا <b>تَمَطُّرَ</b> الْيَوْمِ ، أَيْن مِظَلَّتِي ؟;Il pleut aujourd'hui. Où est mon parapluie?;;تمطر;تُمْطِرُ;il;;;876;F2K;
إنها تمطر اليوم، أين <b>مظلتي</b>؟;إِنّهَا تَمَطُّرَ الْيَوْمِ ، أَيْن <b>مِظَلَّتِي</b> ؟;Il pleut aujourd'hui. Où est mon parapluie?;;مظلتي;مِظَلَّتُي;pleut;;;877;F2K;
إنه غير <b>متفق</b> معنا بخصوص هذا الموضوع;إِنّهُ غَيْرَ <b>مُتَّفَقِ</b> مَعنَا بَخَصَوْصْ هَذَا الْمَوْضُوعِ;Il n'est pas d'accord avec nous sur ce sujet.;;متفق;مُتَّفَقٌ;d'accord;;;878;F2K;
لم نرها <b>مطلقا</b>ً;لَم نُرْهَا <b>مُطْلَقًا</b>;On ne l'a vue nulle part.;;مطلقاً;مُطْلَقَا;part;;;879;F2K;
أنا <b>ممرض</b>;أَنَا <b>مُمَرِّضٍ</b>;Je suis infirmier.;;ممرض;مُمَرِّضٌ;infirmier;;;880;F2K;
لم <b>ترد</b> أن يبقى هناك لمدة أطول;لَم <b>تُرِدْ</b> أَن يَبْقَى هُنَاك لِمُدَّةُ أَطْوَلُ;Elle ne voulait pas qu'il restât plus longtemps.;;ترد;تَرُدُّ;voulait;;;881;F2K;
<b>الممثلة</b> تتصفح نصها;<b>الْمُمَثِّلَةُ</b> تَتَصَفَّحُ نَصُّهَا;L'actrice examine son texte.;;الممثلة;الْمُمَثِّلَةُ;L'actrice;;;882;F2K;
كانت <b>صوفيا</b> شرهة;كَانَتْ <b>صُوفِيًّا</b> شَرِهَةً;Sophie était gourmande.;;صوفيا;صُوفِيَا;Sophie;;;883;F2K;
<b>المعذره</b> على الإزعاج;<b>الْمَعْذِرَه</b> عَلَى الْإِزْعَاجِ;Désolé pour le dérangement.;;المعذره;الْمَعْذِرَه;Désolé;;;884;F2K;
<b>ام</b>م;<b>اُمّ</b>;Hum...;;امم;اُمّ;Hum;;;885;F2K;
بشرة <b>الإنسان</b> حساسةٌ جدا للتغير في الحرارة;بَشَرَةُ <b>الْإِنْسَانِ</b> حَسَّاسَةٌ جِدّا لِلتَّغَيُّرَ فِي الْحَرَارَةِ;La peau humaine est très sensible aux changements de température.;;الإنسان;الْإِنْسَانُ;peau;;;886;F2K;
<b>أوه</b> لا! لم يعد لدينا بنزين!;<b>أَوَّه</b> لَا لَم يَعُدْ لَدَيْنَا بَنْزِينَ;Oh non ! Nous n'avons plus d'essence !;;أوه;أَوَّه;oh;;;887;F2K;
<b>يعتبر</b> الفريق أنّه قائد جيّد;<b>يَعْتَبِرُ</b> الْفَرِيقُ أنّه قَائِدَ جَيِّدَ;L'équipe considère que c'est un bon capitaine.;;يعتبر;يَعْتَبِرُ;L'équipe;;;888;F2K;
قد يكون <b>أو</b> لا يكون صحيحًا;قَد يَكْوُنَّ <b>أَو</b> لَا يُكَوِّنُ صَحِيحًا;C'est peut-être vrai ou pas.;;أو;أَو;ou;;;889;F2K;
<b>ترك</b> الكتاب على الطاولة;<b>تَرَكَ</b> الْكِتَابَ عَلَى الطَّاوِلَةِ;Il laissa le livre sur la table.;;ترك;تَرَكَ;laissa;;;890;F2K;
أصبح أخي <b>إماما</b>ً;أَصْبَح أَخِي <b>إمَامًا</b>;Mon frère est devenu imam.;;إمام;إمَامٌ;mon;;;891;F2K;
<b>المشي</b> تشاط ممتاز;<b>الْمَشْي</b> تَشَاْطْ مُمْتَازٌ;Marcher est une excellente activité.;;المشي;الْمَشْي;marcher;;;892;F2K;
<b>أعدك</b> أنني لن أتأخر في الخارج;<b>أَعِدْكَ</b> أَنَنِي لَن أَتَأَخَّرَ فِي الْخَارِجِ;Je te promets que je ne resterai pas sorti trop tard.;;أعدك;أَعِدْكَ;promets;;;893;F2K;
أريد أن أقول <b>لك</b> شيئاً;أُرِيدُ أَنّ أَقُولُ <b>لَك</b> شَيْئًا;Je veux te dire quelque chose.;;لك;لَك;je;;;894;F2K;
أيمكنني أن أقول <b>شيئا</b>ً؟;أَيُمْكِنُنِي أَنّ أَقُولُ <b>شَيْئًا</b> ؟;Est-ce que je peux dire quelque chose?;;شيئاً;شَيْئًا;quelque;;;895;F2K;
تريد <b>الشركة</b> توظيف 20 شخصا;تُرِيدُ <b>الشَّرِكَةَ</b> تَوْظِيفَ 20 شَخْصًا;L'entreprise veut embaucher vingt personnes.;;الشركة;الشَّرِكَةُ;L'entreprise;;;896;F2K;
اتصل <b>بي</b> لو سمحت;اِتَّصَلَ <b>بِي</b> لَو سَمَحَتْ;Appelle-moi s'il te plaît.;;بي;بِي;plaît;;;897;F2K;
أريد أن أصبح <b>طبيبا</b>ً;أُرِيدُ أَنّ أَصْبَح <b>طَبِيبًا</b>;Je veux être médecin.;;طبيباً;طَبِيبَا;médecin;;;898;F2K;
بوب هو الذي <b>ضربني</b> و ليس هي;بَوَّبَ هُو الَّذِي <b>ضَرَبَنِي</b> وْ لَيْس هِي;C'est Bob qui m'a frappé, pas elle.;;ضربني;ضَرَبَنِي;frappé;;;899;F2K;
كنت في <b>الحمام</b> عندما رن الهاتف;كَنَّتْ فِي <b>الْحَمَامِ</b> عِنْدَمَا رَنَّ الْهَاتِفُ;J'étais dans le bain quand le téléphone sonna.;;الحمام;الْحَمَامُ;le;;;900;F2K;
وجد دراجتي <b>الضائعة</b>;وَجَدَ دَرَّاجَتُي <b>الضَّائِعَةُ</b>;Il a trouvé mon vélo.;;الضائعة;الضَّائِعَةُ;trouvé;;;901;F2K;
لديه <b>قطان</b>: أحدهما أسود والآخر أبيض;لَدَيْهُ <b>قُطَّانَ</b> أَحَدُّهُمَا أسْوَدُ وَالْآخِرُ أَبْيَضُ;Il a deux chats : l'un est noir et l'autre blanc.;;قطان;قُطَّانٌ;deux;;;902;F2K;
<b>أحتاج</b> إلى طبيب;<b>أَحْتَاجُ</b> إِلَى طَبِيبٍ;J'ai besoin d'un médecin.;;أحتاج;أَحْتَاجُ;besoin;;;903;F2K;
هذا قلم <b>رصاص</b>;هَذَا قَلَمِ <b>رَصَاصٍ</b>;Ceci est un crayon.;;رصاص;رَصَاصٌ;crayon;;;904;F2K;
ترك الكتاب على <b>الطاولة</b>;تَرَكَ الْكِتَابَ عَلَى <b>الطَّاوِلَةِ</b>;Il laissa le livre sur la table.;;الطاولة;الطَّاوِلَةُ;table;;;905;F2K;
لم <b>أقل</b> كلمتي الأخيرة!;لُمْ <b>أَقَلَّ</b> كَلِمَتِي الْأَخِيرَةِ;Je n'ai pas dit mon dernier mot !;;أقل;أَقَلَّ;dit;;;906;F2K;
أنا أنتظر منذ <b>ساعات</b>;أَنَا أَنْتَظِرُ مُنْذ <b>سَاعَاتٍ</b>;J'attends depuis des heures.;;ساعات;سَاعَاتٌ;j'attends;;;907;F2K;
عندما <b>فتحت</b>ُ الباب وجدته ينام;عِنْدَمَا <b>فَتَحْتُ</b> الْبَابَ وَجِدَّتَهُ يُنَامُ;Lorsque j'ai ouvert la porte, je l'ai trouvé endormi.;;فتحتُ;فَتَحْتُ;Lorsque;;;908;F2K;
استيقظت في الساعة <b>الخامسة</b> في الصباح;اِسْتَيْقَظَتْ فِي السَّاعَةِ <b>الْخَامسَةِ</b> فِي الصَّبَاحِ;Je me suis levé à cinq heures du matin.;;الخامسة;الْخَامِسَةُ;cinq;;;909;F2K;
تعال الى <b>هنا</b> من فضلك;تَعَالَ اْلَىْ <b>هُنَا</b> مِن فَضْلِكَ;Venez ici, je vous prie.;;هنا;هُنَا;ici;;;910;F2K;
<b>تمنيت</b> لو كان عندي المزيد من الوقت;<b>تَمَنَّيْتُ</b> لَو كَان عَنَدِيِّ الْمَزِيدِ مِن الْوَقْتِ;Si j'avais encore eu du temps !;;تمنيت;تَمَنَّيْتُ;si;;;911;F2K;
كل هذه <b>المنازل</b> أحرقها العدو;كُلّ هَذِه <b>الْمُنَازِلِ</b> أَحْرَقَهَا الْعَدُوُّ;Ces maisons ont été entièrement brûlées par l'ennemi.;;المنازل;الْمُنَازِلُ;maisons;;;912;F2K;
انت <b>مخطئ</b> في هذه الحالة;اُنْتُ <b>مُخْطِئٌ</b> فِي هَذِه الْحَالَةِ;Dans ce cas tu as tort.;;مخطئ;مُخْطِئٌ;cas;;;913;F2K;
هناك الكثير من <b>الجُزُر</b> في اليونان;هُنَاك الْكَثِيرِ مِن <b>الْجُزُرِ</b> فِي الْيُونَانِ;En Grèce, il y a beaucoup d'îles.;;الجُزُر;الْجُزُرُ;grèce;;;914;F2K;
<b>جهاز</b> الكمبيوتر المحمول الخاص بي يشتغل على نظام لينكس;<b>جِهَازُ</b> الْكَمْبِيُوتِرِ الْمَحْمُولِ اْلَخَاْصْ بِي يَشْتَغِلُ عَلَى نِظَامٍ لِيَنْكُسُ;Mon ordinateur portable tourne sous Linux.;;جهاز;جِهَازٌ;ordinateur;;;915;F2K;
<b>أوبونتو</b> هي توزيعة لينكس مشهورة;<b>أُوبُونْتُو</b> هِي تَوْزِيعَةٍ لِيَنْكُسُ مَشْهُورَةٌ;Ubuntu est une distribution Linux populaire.;;أوبونتو;أُوبُونْتُو;Ubuntu;;;916;F2K;
هل <b>تنام</b>؟;هَل <b>تَنَامٍ</b> ؟;Est-ce qu'elle dort ?;;تنام;تَنَامٍ;qu'elle;;;917;F2K;
<b>صعب</b> جدا علي أن أترجم هذه القصيدة;<b>صَعْبٌ</b> جِدّا عَلِيُّ أَنّ أَتَرْجَمَ هَذِه الْقَصِيدَةِ;Il m'est trop difficile de traduire ce poème-ci.;;صعب;صَعْبٌ;difficile;;;918;F2K;
ألا تعرف <b>أختك</b> السباحة؟;ألَا تَعَرُّفِ <b>أَخَتِكَ</b> السَّبَّاحَةِ ؟;Ta sœur ne sait-elle pas nager ?;;أختك;أَخَتَّكَ;sœur;;;919;F2K;
بدأت <b>أحس</b> بالجوع;بَدَأَتْ <b>أَحِسٌّ</b> بِالْجُوعِ;Je commence à avoir faim.;;أحس;أَحِسٌّ;commence;;;920;F2K;
هي <b>تعلمنا</b> العربية;هِي <b>تَعَلَّمْنَا</b> الْعَرَبِيَّةَ;Elle nous enseigne l'arabe.;;تعلمنا;تَعْلَمُنَا;enseigne;;;921;F2K;
<b>الوضع</b> يزداد سوءا;<b>الْوَضْعُ</b> يَزْدَادُ سُوءَا;La situation ne fait qu'empirer.;;الوضع;الْوَضْعُ;qu'empirer;;;922;F2K;
<b>أتريد</b> قصاصات صغيرة أم كعصير؟;<b>أَتُرِيدُ</b> قَصَّاصَاتُ صَغِيرَةُ أَم كَعَصِيرٍ ؟;Voulez-vous de petites ou de grosses coupures ?;;أتريد;أَتُرِيدُ;de;;;923;F2K;
اسمي <b>شو</b>;اِسْمُي <b>شَوِّ</b>;Je m'appelle Shuu.;;شو;شَوِّ;shuu;;;924;F2K;
الساعة السادسة و <b>الربع</b> مساء;السَّاعَةُ السَّادسَةُ وْ <b>الرُّبُعُ</b> مَسَاء;Il est dix-huit heures quinze.;;الربع;الرُّبُعُ;dix-huit;;;925;F2K;
<b>الكل</b>ّ يستحقّ فرصة ثانية;<b>الْكَلُّ</b> يَسْتَحِقُّ فُرْصَةُ ثَانِيَةٍ;Tout le monde a le droit à une deuxième chance.;;الكلّ;الْكَلُّ;tout;;;926;F2K;
<b>ويكيبيديا</b> هي أفضل موسوعة على الإنترنت;<b>وِيكِيبِيدِيَا</b> هِي أفْضَلِ مَوْسُوعَةٍ عَلَى اْلَإَنَتَرَنَتْ;Wikipedia est la meilleure encyclopédie sur Internet.;;ويكيبيديا;وِيكِيبِيدِيَا;Wikipedia;;;927;F2K;
<b>كي</b> تكون التجربة مقبولة يجب أن تكون قابلة للإعادة;<b>كَي</b> تَكْوِنَّ التَّجْرِبَةَ مَقْبُولَةٌ يَجِبُ أَنّ تَكَوُّنِ قَابِلَةِ لِلْإِعَادَةَ;Pour être qualifiée de valide, une expérience doit être reproductible.;;كي;كَي;pour que;;;928;F2K;
في البداية <b>خلق</b> الله السماء و الأرض;فِي الْبِدَايَةِ <b>خَلْقَ</b> اللَّهِ السَّمَاءَ وْ الْأَرَضُ;Au commencement, Allah créa le ciel et la terre.;;خلق;خَلْقٌ;commencement;;;929;F2K;
<b>مصائب</b> قوم عند قوم فوائد;<b>مَصَائِبُ</b> قَوْمِ عِنْد قَوْمِ فَوَائِدِ;Le malheur des uns fait le bonheur des autres.;;مصائب;مَصَائِبُ;le;;;930;F2K;
<b>ياله</b> من كتاب مفيد !;<b>يَالَهُ</b> مِن كِتَابِ مُفِيدِ;Quel livre intéressant !;;ياله;يَالَهُ;intéressant;;;931;F2K;
على تؤمن <b>بوجود</b> الله ?;عَلَى تُؤَمِّنُ <b>بِوُجُودِ</b> اللهِ;Crois-tu en l'existence de Allah ?;;بوجود;بِوُجُودٍ;Crois-tu;;;932;F2K;
تزداد <b>جمالا</b>ً يوماً بعد يوم;تَزْدَادُ <b>جَمَالَا</b> يَوْمَا بَعْد يَوْمٍ;Elle devient de plus en plus jolie.;;جمالاً;جَمَالَا;elle;;;933;F2K;
<b>تعالي</b> وساعدينا;<b>تَعَالَيْ</b> وَسَاعِدِينَا;Viens nous aider.;;تعالي;تَعَالَيْ;Viens;;;934;F2K;
أعتقد أنّه لن <b>يأتي</b>;أَعْتَقِدُ أنّه لَن <b>يَأْتِي</b>;Je pense qu'il ne viendra pas.;;يأتي;يَأْتِي;je;;;935;F2K;
لا يجب عليك أن <b>تقول</b> كلاما فاحشا على التلفاز;لَا يُجِبْ عَلِيُّكَ أَنّ <b>تَقُولُ</b> كَلَاَمَا فَاحِشَا عَلَى التِّلْفَازِ;On ne peut pas dire de grossièretés à la télé.;;تقول;تَقُولُ;grossièretés;;;936;F2K;
<b>محظوظ</b> لأنه لدي أصدقاء صادقون;<b>مَحْظُوظٌ</b> لأَنّهُ لُدَّي أَصْدِقَاءُ صَادِقُونَ;J'ai la chance d'avoir des amis sincères.;;محظوظ;مَحْظُوظٌ;sincères;;;937;F2K;
ليس معي <b>العنوان</b> الآن;لَيْس مَعْي <b>الْعُنْوَانِ</b> الْآن;Je n'ai pas l'adresse maintenant.;;العنوان;الْعُنْوَانُ;l'adresse;;;938;F2K;
ابحث <b>عنها</b> في قاموسك;اِبْحَثْ <b>عَنهَا</b> فِي قَامُوسِكَ;Cherche-le dans ton dictionnaire.;;عنها;عَنهَا;Cherche-le;;;939;F2K;
بعض الأطفال <b>يسبحون</b> في البحر;بَعْضَ الْأَطْفَالِ <b>يُسَبِّحُونَ</b> فِي الْبَحْرِ;Quelques enfants nagent dans la mer.;;يسبحون;يُسَبِّحُونَ;nagent;;;940;F2K;
هل بإمكاني الاحتفاظ <b>بهذا</b>؟;هِلْ بِإِمْكَانِيِّ الْاِحْتِفَاظِ <b>بهَذَا</b> ؟;Puis-je garder ceci ?;;بهذا;بهَذَا;garder;;;941;F2K;
هذه <b>الدار</b> ليست كعصير;هَذِه <b>الدَّارِ</b> لَيْسَت كَعَصِيرٍ;Cette maison n’est pas très grande.;;الدار;الدَّارُ;maison;;;942;F2K;
هذا المنزل ليس <b>بالفسيح</b>;هَذَا الْمَنْزِلِ لَيْس <b>بِالْفَسِيحِ</b>;Cette maison n’est pas très grande.;;بالفسيح;بِالْفَسِيحِ;grande;;;943;F2K;
هذه هي الساعة التي <b>اشتريتها</b> امس;هَذِه هِي السَّاعَةِ الَّتِي <b>اِشْتَرَيْتُهَا</b> اِمْسِ;Voici la montre que j'ai achetée hier.;;اشتريتها;اِشْتَرَيْتُهَا;Voici;;;944;F2K;
لديه <b>صوت</b> حلو;لَدَيْهُ <b>صَوْتَ</b> حلْوَ;Il a la voix douce.;;صوت;صَوْتٌ;douce;;;945;F2K;
لديه صوت <b>حلو</b>;لَدَيْهُ صَوْتَ <b>حلْوَ</b>;Il a la voix douce.;;حلو;حَلُوَ;douce;;;946;F2K;
كان عليك <b>اخباره</b> بالحقيقة;كَان عَلَيْك <b>اِخْبَارُهُ</b> بِالْحَقِيقَةِ;Vous auriez dû lui dire la vérité.;;اخباره;اِخْبَارُهُ;auriez;;;947;F2K;
لا يمكنك أن تفعل <b>شيئين</b> في وقت واحد;لَا يُمْكِنُكَ أَن تَفْعَلُ <b>شَيْئَيْن</b> فِي وَقْتِ وَاحِدٍ;Tu ne peux pas faire deux choses à la fois.;;شيئين;شَيْئَيْن;choses;;;948;F2K;
من <b>الطّبيعي</b> أن يكون فخورا بولده;مِن <b>الطَّبِيعِيِّ</b> أَن يَكْوُنَّ فَخُورًا بِوَلَدِهِ;Il est naturel qu'il soit fier de son fils.;;الطّبيعي;الطَّبِيعِيُّ;naturel;;;949;F2K;
رأيته منذ <b>أسبوع</b>;رَأَيْتُهُ مُنْذ <b>أُسْبُوعٍ</b>;Je l'ai vu il y a une semaine.;;أسبوع;أُسْبُوعٌ;semaine;;;950;F2K;
هل <b>يعود</b> من مدريد ؟;هَلٌّ <b>يَعُودُ</b> مِن مَدْرِيدٍ ؟;Il revient de Madrid ?;;يعود;يَعُودُ;de;;;951;F2K;
توم <b>مسلم</b>;تُومُ <b>مُسْلِمُ</b>;Tom est musulman.;;مسلم;مُسْلِمٌ;musulman;;;952;F2K;
عليك أن تعلم أنني <b>أشخر</b>;عَلَيْكَ أَنّ تَعَلُّمٍ أَنَنِي <b>أَشَخْرٌ</b>;Tu dois savoir que je ronfle.;;أشخر;أَشَخْرٌ;ronfle;;;953;F2K;
أنا <b>مجتهد</b> في العلوم;أَنَا <b>مُجْتَهِدٍ</b> فِي الْعُلُومِ;Je suis bon en Sciences.;;مجتهد;مُجْتَهِدٌ;bon;;;954;F2K;
<b>كيت</b> ذكية أكثر من أي طالب آخر في فصلنا;<b>كَيْت</b> ذَكِيَّةُ أَكْثَرِ مِن أَيِّ طَالِبِ آخِرِ فِي فَصْلِنَا;Kate est plus maligne que n'importe quel autre élève de notre classe.;;كيت;كَيْت;Kate;;;955;F2K;
هو <b>موجود</b>;هُو <b>مَوْجُودٍ</b>;Il est là.;;موجود;مَوْجُودٌ;là;;;956;F2K;
هل <b>صحتك</b> جيدة؟;هَل <b>صِحَّتِكَ</b> جَيِّدَةً ؟;Êtes-vous en bonne santé ?;;صحتك;صِحَّتُكَ;êtes-vous;;;957;F2K;
هل <b>لديكم</b> ما يكفي من البطانيات؟;هَل <b>لَدَيْكُمْ</b> مَا يَكْفِي مِن الْبَطَّانِيَّاتِ ؟;Disposez-vous d'assez de couvertures ?;;لديكم;لَدَيْكُمْ;Disposez-vous;;;958;F2K;
متى <b>سينتهي</b> العالم؟;مَتَى <b>سَيَنْتَهِي</b> الْعَالَمُ ؟;Pour quand la fin du monde est-elle ?;;سينتهي;سَيَنْتَهِي;est-elle;;;959;F2K;
نحن <b>ذاهبون</b> إلى المقبرة;نَحْن <b>ذَاهِبُونَ</b> إِلَى الْمُقْبِرَةِ;Nous nous rendons au cimetière.;;ذاهبون;ذَاهِبُونَ;rendons;;;960;F2K;
إنها <b>أثقل</b> منه بكثير;إِنّهَا <b>أَثْقَلَ</b> مِنهُ بِكَثِيرٍ;Elle est beaucoup plus lourde que lui.;;أثقل;أَثْقَلَ;beaucoup;;;961;F2K;
<b>فستان</b> سهرتها الوردي استقطب جميع الأنظار;<b>فُسْتَانُ</b> سَهْرَتِهَا الْوَرْدِيِّ اِسْتَقْطَبَ جَمِيعُ الْأَنْظَارِ;Sa robe du soir rose attirait tous les regards.;;فستان;فُسْتَانٌ;sa;;;962;F2K;
